id,platform,datetime,text,final_text,score,sentiment
2070324890075566148,Twitter,Fri Jun 26 01:54:53 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/RoJVUxOVOT",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324844055646358,Twitter,Fri Jun 26 01:54:42 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/o2AZ3XobAh",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324825386856489,Twitter,Fri Jun 26 01:54:37 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/DdUhGUZx3k",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324825361731903,Twitter,Fri Jun 26 01:54:37 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 
#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/DcqkKv02LQ",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324799763878237,Twitter,Fri Jun 26 01:54:31 +0000 2026,"RAKYAT BERGERAK mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/K6LmXl01gK",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324740347363407,Twitter,Fri Jun 26 01:54:17 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/8elFwn6prn",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324723515523409,Twitter,Fri Jun 26 01:54:13 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/DuwhpIUEbN",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324701025731021,Twitter,Fri Jun 26 01:54:08 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/kZoz0hGVbb",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324697682829658,Twitter,Fri Jun 26 01:54:07 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/oSrgFkncTO",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324695619289471,Twitter,Fri Jun 26 01:54:06 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/kuW4He0y45",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324683925602403,Twitter,Fri Jun 26 01:54:04 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/3WtK21KKre",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324682981806256,Twitter,Fri Jun 26 01:54:03 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/9T5sjcFohO",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324674966515871,Twitter,Fri Jun 26 01:54:01 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/nYxeQfdwWz",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324669794926917,Twitter,Fri Jun 26 01:54:00 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/HT8qmfLXSj",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324667588731300,Twitter,Fri Jun 26 01:54:00 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/oZzHt5WTQg",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324667395821691,Twitter,Fri Jun 26 01:54:00 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/eNQYXRmjER",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324664141058449,Twitter,Fri Jun 26 01:53:59 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/bysZbxs3rB",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324657174298855,Twitter,Fri Jun 26 01:53:57 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/BYe3CfGhYn",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324648169160816,Twitter,Fri Jun 26 01:53:55 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/soyrjPRJ0c",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324625993846850,Twitter,Fri Jun 26 01:53:50 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/wpctfGG5eb",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324585090916566,Twitter,Fri Jun 26 01:53:40 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/WWt1u122zT",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324561468645785,Twitter,Fri Jun 26 01:53:34 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/UeZCNmOHtT",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324546394304760,Twitter,Fri Jun 26 01:53:31 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/ALrX0SQ3zn",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324539117150696,Twitter,Fri Jun 26 01:53:29 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/JAVJsfYodB",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324526630801495,Twitter,Fri Jun 26 01:53:26 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/vY8J0SGLFj",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324507567620217,Twitter,Fri Jun 26 01:53:22 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/LaFiD2LPsZ",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324444967702996,Twitter,Fri Jun 26 01:53:07 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324436709019663,Twitter,Fri Jun 26 01:53:05 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/BjbzN2OjO3",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324365108089036,Twitter,Fri Jun 26 01:52:48 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/2RPF8DKH9y",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324339858383128,Twitter,Fri Jun 26 01:52:42 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/V4ok4KOy0B",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324323760677252,Twitter,Fri Jun 26 01:52:38 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/k33Bfvi2yd",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324312159183182,Twitter,Fri Jun 26 01:52:35 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/TcyfMCLVIp",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324282731934054,Twitter,Fri Jun 26 01:52:28 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/XnBGZa7gtJ",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324217657303450,Twitter,Fri Jun 26 01:52:12 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/YSACZCV8g4",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324209990205605,Twitter,Fri Jun 26 01:52:11 +0000 2026,"Rakyat Bergerak mendukung Keberlanjutan Program Makan  Bergizi Gratis (MBG) demi memenuhi gizi anak anak Indonesia
@yandrisusanto
@ArizaPatria
@KemensetnegRI
#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasadepananakIndonesia
#TPPDukungdanKawalMBG
#TPPKerjaBerdampak https://t.co/Bbr4aYD9Ca",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anak anak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324181498212417,Twitter,Fri Jun 26 01:52:04 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/AoQmBDFkVz",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324137458127334,Twitter,Fri Jun 26 01:51:53 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/vKO2LNULdE",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324108550984025,Twitter,Fri Jun 26 01:51:46 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/NY1Q1k45nT",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324086627315827,Twitter,Fri Jun 26 01:51:41 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/ceIWSvpgZe",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324081598288070,Twitter,Fri Jun 26 01:51:40 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/PbKopAnDWk",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
2070324072760918126,Twitter,Fri Jun 26 01:51:38 +0000 2026,"RAKYAT BERGERAK Mendukung Keberlanjutan Program Makan Bergizi Gratis (MBG), Demi Pemenuhan Gizi Anak-Anak Indonesia. 

@YandriSusanto
@ARizaPatria
@KemensetnegRI

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#MBGMasaDepanAnakIndonesia
#TPPDukungDanKawalMBG
#TPPKerjaBerdampak https://t.co/MSUElUgL3y",rakyat gerak dukung lanjut program makan gizi gratis mbg penuh gizi anakanak indonesia kementeriandesapdt bpsdmkementeriandesapdt mbgmasadepananakindonesia tppdukungdankawalmbg tppkerjaberdampak,5,Positif
